time_utc,az_required_deg,alt_required_deg,az_actual_deg,alt_actual_deg,distance_m,elev_gain_m,camera_x,camera_y,camera_elev_m,camera_lat,camera_lon,model_x,model_y,model_elev_m,model_lat,model_lon,moon_phase_deg,sun_alt_deg,camera_public,model_public
2026-07-01T05:16:11.691206+00:00,128.84547803822656,6.709834293756905,128.84547803822656,6.709814071655273,500.0,58.623321533203125,658845.0,4103355.0,421.432373046875,37.0630078845942,-121.21334923449612,659234.4201790151,4103041.3888966,480.0556945800781,37.06011623053725,-121.20903751873442,193.436968741887,-17.42429298217208,True,True
2026-06-29T11:31:11.691206+00:00,228.12725136666447,5.161027731039058,228.12725136666447,5.160917282104492,500.0,44.959686279296875,657645.0,4104915.0,444.0791320800781,37.07726597118225,-121.22651328751952,657272.6854496967,4104581.2607670166,489.038818359375,37.074321525890156,-121.23076984537113,174.33188024854155,-13.109370197156588,False,False
2026-06-30T11:31:11.691206+00:00,220.3278143951431,13.103222740824407,220.3278143951431,13.103067398071289,500.0,116.18185424804688,662205.0,4102515.0,286.7709045410156,37.0548645400402,-121.1757552805236,661881.42002863,4102133.822873026,402.9527587890625,37.05148611224682,-121.1794748268988,185.2923075439271,-13.183781798724958,True,True
2026-05-30T11:09:42.967120+00:00,231.19260898473786,6.367452505810742,231.19260898473786,6.368286609649658,500.0,55.603759765625,659745.0,4103175.0,418.5355224609375,37.061233225702736,-121.20326902765252,659355.3714359549,4102861.64783058,474.1392822265625,37.05847623511361,-121.20771585121636,170.1449130249925,-16.434126819593132,True,True
2026-06-01T05:39:42.967120+00:00,139.74819075745066,11.38143796814634,139.74819075745066,11.382363319396973,500.0,100.45751953125,657615.0,4102635.0,423.40020751953125,37.05672821473124,-121.22732890828983,657938.0740400476,4102253.3939667046,523.8577270507812,37.05323559949416,-121.2237770990145,189.51524782899565,-21.975464399174232,False,True
2026-05-30T11:19:42.967120+00:00,232.77216843077417,4.830939844058509,232.77216843077417,4.832012176513672,500.0,42.0675048828125,661665.0,4102065.0,379.3087158203125,37.050903350302946,-121.18192237522709,661266.8819307401,4101762.507020034,421.376220703125,37.048246458954694,-121.18646241644942,170.22113803826386,-15.001440546428912,True,True
2026-06-01T05:09:42.967120+00:00,134.6010545656431,7.451940305300728,134.6010545656431,7.450816631317139,500.0,65.18963623046875,660855.0,4102515.0,324.13848876953125,37.05509700718981,-121.19093118693185,661211.0065611461,4102163.9169209134,389.328125,37.051872695441475,-121.18700442884474,189.2879078504385,-18.225658825217486,True,True
2026-05-30T09:39:42.967120+00:00,215.0733086388757,18.449909544407983,215.0733086388757,18.448694229125977,500.0,166.59994506835938,662415.0,4102485.0,239.832275390625,37.05455791151222,-121.17340108032792,662127.6879735638,4102075.791251969,406.4322204589844,37.05092073441115,-121.17671907502765,169.45876556852275,-26.827054626838997,True,True
2026-06-01T05:29:42.967120+00:00,137.9920089989809,10.113923325567837,137.9920089989809,10.112375259399414,500.0,88.9749755859375,657375.0,4102575.0,420.7264709472656,37.056227910993556,-121.23003953726337,657709.6171228616,4102203.4742524563,509.7014465332031,37.052824257112206,-121.22635574865151,189.43946862055085,-20.78238935405109,False,True
2026-05-30T11:09:42.967120+00:00,231.19260898473786,6.367452505810742,231.19260898473786,6.369215488433838,500.0,55.611968994140625,658335.0,4103115.0,416.1234436035156,37.06093174021725,-121.21913362744812,657945.3714359549,4102801.64783058,471.73541259765625,37.05817413879415,-121.2235798830425,170.1449130249925,-16.434126819593132,True,True
2026-06-01T11:44:42.967120+00:00,217.92575816635085,12.820775776579909,217.92575816635085,12.818852424621582,500.0,113.57022094726562,661035.0,4102425.0,278.3520812988281,37.054255238853116,-121.18892699957136,660727.6800587754,4102030.5960779535,391.92230224609375,37.05075442400425,-121.19246599838772,192.28072859898447,-11.068030868076884,True,True
2026-06-01T05:59:42.967120+00:00,143.38602048614925,13.778094346928869,143.38602048614925,13.776142120361328,500.0,122.39103698730469,662685.0,4103115.0,170.2353057861328,37.06018725768762,-121.17022959793353,662983.2103677421,4102713.6640103715,292.6263427734375,37.05651955940211,-121.16696410842471,189.66680393455334,-24.175024007285394,True,True
2026-05-31T11:34:42.967120+00:00,225.66991815831395,8.277547364190376,225.66991815831395,8.275590896606445,500.0,72.52456665039062,660075.0,4104765.0,300.7958068847656,37.07550263878057,-121.19922026410167,659717.3370259653,4104415.6045263535,373.32037353515625,37.07241564120841,-121.20331632053283,181.28697289633047,-12.682829746624815,True,True
2026-06-01T04:49:42.967120+00:00,131.36473545706025,4.635101250442547,131.36473545706025,4.6370978355407715,500.0,40.354888916015625,658935.0,4103625.0,419.3390197753906,37.065425317357146,-121.21228028077542,659310.258976665,4103294.5749700274,459.69390869140625,37.062384536739955,-121.20813124812811,189.13634388698614,-15.461954938026674,False,True
2026-05-31T05:04:42.967120+00:00,141.8711649034769,14.36991212267898,141.8711649034769,14.372407913208008,500.0,127.92153930664062,662865.0,4102305.0,259.7023620605469,37.052858140160154,-121.16838150043672,663173.7159178528,4101911.6878058533,387.6239013671875,37.049260862786404,-121.16499657338592,178.3251819380695,-17.685782593663067,True,True
2026-05-31T11:34:42.967120+00:00,225.66991815831395,8.277547364190376,225.66991815831395,8.274566650390625,500.0,72.51544189453125,660285.0,4103235.0,354.41796875,37.06168168171234,-121.19718531829659,659927.3370259653,4102885.6045263535,426.93341064453125,37.05859472996466,-121.20128068746021,181.28697289633047,-12.682829746624815,True,True
