time_utc,az_required_deg,alt_required_deg,az_actual_deg,alt_actual_deg,distance_m,elev_gain_m,camera_x,camera_y,camera_elev_m,camera_lat,camera_lon,model_x,model_y,model_elev_m,model_lat,model_lon,moon_phase_deg,sun_alt_deg,camera_public,model_public
2026-05-30T11:29:42.967120+00:00,233.71446667821496,3.69063836374574,233.71446667821496,3.6905622482299805,500.0,32.05084991455078,581295.0,4133385.0,79.83194732666016,37.34359883455963,-122.08219139764145,580891.9611326723,4133089.095164921,111.88279724121094,37.34096712743309,-122.08677341516177,170.29736036042587,-13.884208621815642,False,False
2026-06-01T05:34:42.967120+00:00,138.24115018322365,10.06490199106262,138.24115018322365,10.064702033996582,500.0,88.54579162597656,578385.0,4132785.0,182.65892028808594,37.3384414433873,-122.11510467847393,578717.9984464581,4132412.0227424405,271.2047119140625,37.335051687301984,-122.11138544619115,189.4773583219526,-20.729350134361432,True,True
2026-07-28T11:10:13.942445+00:00,230.0409701871386,7.447913244936079,230.0409701871386,7.44767951965332,500.0,65.16181945800781,580725.0,4130565.0,170.4580841064453,37.31823253654095,-122.08893285734402,580341.7480590311,4130243.8801629553,235.61990356445312,37.31537156464113,-122.09329253297759,167.23490152571443,-20.255695561045563,False,False
2026-05-30T09:29:42.967120+00:00,212.21343543857122,19.715305052866032,212.21343543857122,19.715051651000977,500.0,178.97412109375,576165.0,4132755.0,308.9690856933594,37.3383558442488,-122.1401669247394,575898.4626562563,4132331.9659063504,487.9432067871094,37.33456490659065,-122.14321889006577,169.38251323145835,-27.66957607213125,True,True
2026-05-31T11:24:42.967120+00:00,223.2975750323555,9.951845162166697,223.2975750323555,9.952201843261719,500.0,87.53346252441406,581055.0,4131615.0,127.3929443359375,37.32766722872748,-122.08509416387238,580712.1062248503,4131251.0991083225,214.92640686035156,37.32441732909935,-122.08900371792834,181.21106227128715,-14.526007460047555,True,False
2026-06-01T10:44:42.967120+00:00,205.38291928368173,19.07583492135487,205.38291928368173,19.075328826904297,500.0,172.69944763183594,577605.0,4132875.0,206.57911682128906,37.33931813061744,-122.12389980078551,577390.6670916087,4132423.268437697,379.278564453125,37.33526462769414,-122.12636635558638,191.82618230519546,-19.85316002840396,True,True
2026-06-01T05:44:42.967120+00:00,140.00511709095358,11.321381455590563,140.00511709095358,11.321983337402344,500.0,99.90936279296875,576885.0,4132815.0,282.90093994140625,37.33883726773097,-122.13203340913297,577206.3595958143,4132431.94907626,382.810302734375,37.33535820938857,-122.12844580823003,189.5531371427303,-21.908262275663212,True,True
2026-05-31T10:14:42.967120+00:00,210.1635499452218,18.10423224871472,210.1635499452218,18.104894638061523,500.0,163.27244567871094,577425.0,4133955.0,151.89329528808594,37.34906704165917,-122.12581880597335,577173.7649919107,4133522.7026825086,315.1657409667969,37.34519173525347,-122.12870014732626,180.6796417947047,-23.440845506984324,False,True
2026-05-31T04:39:42.967120+00:00,136.69162441085936,10.562913914262817,136.69162441085936,10.56137466430664,500.0,93.02362060546875,576765.0,4130835.0,517.7748413085938,37.321001669875024,-122.13359292909841,577107.9623662954,4130471.163752074,610.7984619140625,37.31769404561847,-122.12976030789036,178.13522902383292,-13.415217616374283,False,False
2026-07-29T11:50:13.942445+00:00,231.0544724922008,11.309543903408793,231.0544724922008,11.307816505432129,500.0,99.78079223632812,576735.0,4133175.0,268.3334655761719,37.34209431430589,-122.13368933429891,576346.1280398207,4132860.7093724175,368.1142578125,37.3392937135413,-122.13811147846152,178.70817987701946,-14.508343202289826,True,True
